,회사,Date,지표,lag_0,lag_0_reverse,corr,index,영문명,구분,단위
1257,accenture,2019-08-01,ROE,0.358386201,0.052936568,-0.234294236,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
1267,accenture,2019-08-01,매출총이익률,0.65999372,0.970432525,-0.084038516,3,Gross Profit Margin - %,수익성,비율
1248,accenture,2019-08-01,BPS증가율,0.564548329,0.932166647,0.11522808,3,,성장성,YoY_비율
1249,accenture,2019-08-01,CAPEX,0.942904536,7.79197E-06,-0.439939396,2,Capital Expenditures - Net - Cash Flow,성장성,천원
1250,accenture,2019-08-01,EBITDA2,0.44398387,1.60126E-08,0.899700413,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
1251,accenture,2019-08-01,EBITDA2마진율,0.94287392,2.59246E-06,0.358428509,2,EBITDA Margin - %,수익성,비율
1252,accenture,2019-08-01,EBITDA2증가율,0.425993646,0.908072164,0.083347175,3,,성장성,YoY_연도
1253,accenture,2019-08-01,EPS,0.884860931,4.74591E-07,0.885447525,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
1254,accenture,2019-08-01,EPS증가율,0.075793132,0.165197614,-0.140066931,3,,성장성,YoY_비율
1255,accenture,2019-08-01,Free Cash Flow2,0.755866834,8.85003E-06,0.551141919,2,CF_Free Cash Flow,수익성,천원
1256,accenture,2019-08-01,ROA,0.9370737,0.664244361,0.374381469,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
1247,accenture,2019-08-01,BPS,0.22978592,0.381085005,-0.29984484,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
1258,accenture,2019-08-01,ROIC,0.940627604,0.981148288,0.181931776,3,"Return on Invested Capital - %, TTM",수익성,%
1259,accenture,2019-08-01,target,0.608246873,0.006545154,-0.82155042,2,,,
1260,accenture,2019-08-01,당기순이익,0.977571847,3.93833E-05,0.887565786,2,IS_Net Income,수익성,천원
1261,accenture,2019-08-01,매입채무회전율,0.964739755,0.640186296,0.258272397,3,매입채무회전율,활동성,비율
1262,accenture,2019-08-01,매출액,0.267202172,0.026241102,0.940512764,2,IS_Revenue,성장성,천원
1263,accenture,2019-08-01,매출액증가율,0.611896584,0.756592154,-0.129096016,3,,성장성,YoY_연도
1264,accenture,2019-08-01,매출원가,0.279184434,0.033524076,0.932904673,2,IS_Cost of Revenue,성장성,천원
1265,accenture,2019-08-01,매출채권회전율,0.54044847,0.520346012,0.078530072,3,매출채권회전율,활동성,비율
1266,accenture,2019-08-01,매출총이익,0.319904945,0.000529713,0.940874451,2,IS_Gross Profit,수익성,천원
1268,accenture,2019-08-01,부채비율,0.909048216,0.046687075,-0.572362927,2,부채비율,안정성,비율
1320,accenture,2019-11-01,영업이익증가율,0.778644642,0.627550986,0.092957965,3,,성장성,YoY_연도
1319,accenture,2019-11-01,영업이익률,0.927277628,1.56707E-05,0.33799665,2,Operating Margin - %,수익성,비율
1318,accenture,2019-11-01,영업이익,0.909574422,2.66112E-10,0.8695627,2,IS_Operating Income,수익성,천원
1314,accenture,2019-11-01,비유동자산,0.064072069,0.19759417,0.982925611,3,,안정성,천원
1316,accenture,2019-11-01,순이익률,0.579018771,1.20696E-05,0.638192355,2,Net Margin - %,수익성,비율
1315,accenture,2019-11-01,순부채,0.666967732,0.167461994,-0.532045947,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
1321,accenture,2019-11-01,운전자본증감,0.802120654,0.008139818,-0.445599409,2,CF_Changes in Working Capital,안정성,천원
1317,accenture,2019-11-01,순이익증가율,0.074597138,0.178678762,-0.135442683,3,,성장성,YoY_연도
1322,accenture,2019-11-01,유동비율,0.57435666,0.535594038,-0.071398642,3,Current Ratio,안정성,비율
1327,accenture,2019-11-01,자기자본비율,0.449388661,0.012435578,0.936787021,2,자기자본비율,안정성,비율
1324,accenture,2019-11-01,이익잉여금,0.781678527,0.574102191,0.781005169,3,BS_Retained Earnings (Accumulated Deficit),수익성,천원
1325,accenture,2019-11-01,이자발생부채,0.643140836,0.83790194,-0.270492496,3,,안정성,천원
1326,accenture,2019-11-01,이자보상율,0.041912142,0.086296619,0.532437457,1,이자보상율,안정성,배
1328,accenture,2019-11-01,자본,0.01801332,0.038363679,0.983533094,0,BS_Common Stock,안정성,천원
1329,accenture,2019-11-01,자산총계,0.117539161,0.028152011,0.968744666,2,BS_Total Assets,안정성,천원
1330,accenture,2019-11-01,재고자산회전율,0.402766254,0.252242568,-0.338097365,3,,활동성,비율
1331,accenture,2019-11-01,총자산회전율,0.11948209,0.19797376,-0.040877022,3,"Asset Turnover, TTM",활동성,비율
1332,accenture,2019-11-01,현금배당성향,0.802926181,1.89024E-06,0.351173424,2,Dividend Payout Ratio - %,수익성,%
1313,accenture,2019-11-01,비유동비율,0.871591621,0.516473774,-0.369031209,3,,안정성,비율
1323,accenture,2019-11-01,유동자산,0.356576068,0.048287624,0.858905561,2,BS_Total Current Assets,안정성,천원
1312,accenture,2019-11-01,부채총계,0.449107617,0.01268188,0.903054531,2,BS_Total Liabilities,안정성,천원
1311,accenture,2019-11-01,부채비율,0.788616507,0.048180356,-0.570970556,2,부채비율,안정성,비율
1310,accenture,2019-11-01,매출총이익률,0.72990451,0.792444819,-0.053558848,3,Gross Profit Margin - %,수익성,비율
1291,accenture,2019-11-01,BPS증가율,0.590451673,0.935927008,0.113595608,3,,성장성,YoY_비율
1292,accenture,2019-11-01,CAPEX,0.662147536,3.1921E-05,-0.384699869,2,Capital Expenditures - Net - Cash Flow,성장성,천원
1293,accenture,2019-11-01,EBITDA2,0.641305919,4.70594E-09,0.905049776,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
1294,accenture,2019-11-01,EBITDA2마진율,0.968734296,1.10826E-06,0.364491647,2,EBITDA Margin - %,수익성,비율
1295,accenture,2019-11-01,EBITDA2증가율,0.387279987,0.853578273,0.088488316,3,,성장성,YoY_연도
1296,accenture,2019-11-01,EPS,0.862072489,7.75747E-08,0.892868518,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
1297,accenture,2019-11-01,EPS증가율,0.079948416,0.17716886,-0.133490725,3,,성장성,YoY_비율
1298,accenture,2019-11-01,Free Cash Flow2,0.450786153,2.92991E-05,0.499859254,2,CF_Free Cash Flow,수익성,천원
1299,accenture,2019-11-01,ROA,0.80938385,0.811860625,0.352671983,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
1290,accenture,2019-11-01,BPS,0.212951222,0.365781004,-0.304405427,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
1301,accenture,2019-11-01,ROIC,0.936106601,0.898765961,0.153522812,3,"Return on Invested Capital - %, TTM",수익성,%
1302,accenture,2019-11-01,target,0.72503923,0.004281484,-0.830763443,2,,,
1303,accenture,2019-11-01,당기순이익,0.747627306,8.00043E-06,0.895453139,2,IS_Net Income,수익성,천원
1304,accenture,2019-11-01,매입채무회전율,0.777041177,0.649837363,0.236829166,3,매입채무회전율,활동성,비율
1305,accenture,2019-11-01,매출액,0.431590048,0.021355484,0.942274346,2,IS_Revenue,성장성,천원
1306,accenture,2019-11-01,매출액증가율,0.524176412,0.729734945,-0.129399781,3,,성장성,YoY_연도
1307,accenture,2019-11-01,매출원가,0.452374981,0.038721517,0.933678146,2,IS_Cost of Revenue,성장성,천원
1308,accenture,2019-11-01,매출채권회전율,0.530811164,0.522246561,0.077601979,3,매출채권회전율,활동성,비율
1309,accenture,2019-11-01,매출총이익,0.45448095,0.000285919,0.945013444,2,IS_Gross Profit,수익성,천원
1300,accenture,2019-11-01,ROE,0.321709974,0.034919488,-0.264835206,2,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
1362,accenture,2020-02-01,영업이익률,0.966154583,2.76752E-05,0.329623145,2,Operating Margin - %,수익성,비율
1361,accenture,2020-02-01,영업이익,0.813831408,2.49126E-09,0.865829472,2,IS_Operating Income,수익성,천원
1360,accenture,2020-02-01,순이익증가율,0.068730629,0.172036517,-0.138193561,3,,성장성,YoY_연도
1356,accenture,2020-02-01,비유동비율,0.974490381,0.535200313,-0.360941597,3,,안정성,비율
1358,accenture,2020-02-01,순부채,0.690060186,0.226993659,-0.548068293,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
1357,accenture,2020-02-01,비유동자산,0.293765853,0.085289149,0.98303083,3,,안정성,천원
1363,accenture,2020-02-01,영업이익증가율,0.793578385,0.537858919,0.08404607,3,,성장성,YoY_연도
1359,accenture,2020-02-01,순이익률,0.669715299,1.54127E-05,0.63815408,2,Net Margin - %,수익성,비율
1364,accenture,2020-02-01,운전자본증감,0.828307352,0.002255431,-0.493033863,2,CF_Changes in Working Capital,안정성,천원
1369,accenture,2020-02-01,이자보상율,0.023320226,0.032336737,0.540905139,0,이자보상율,안정성,배
1366,accenture,2020-02-01,유동자산,0.31766738,0.070956577,0.866221136,3,BS_Total Current Assets,안정성,천원
1367,accenture,2020-02-01,이익잉여금,0.603220523,0.468404137,0.781574845,3,BS_Retained Earnings (Accumulated Deficit),수익성,천원
1368,accenture,2020-02-01,이자발생부채,0.697638959,0.903737899,-0.27221264,3,,안정성,천원
1370,accenture,2020-02-01,자기자본비율,0.266502839,0.016028802,0.935098285,2,자기자본비율,안정성,비율
1371,accenture,2020-02-01,자본,0.03468675,0.024963978,0.985128743,0,BS_Common Stock,안정성,천원
1372,accenture,2020-02-01,자산총계,0.164339989,0.022194014,0.971961237,2,BS_Total Assets,안정성,천원
1373,accenture,2020-02-01,재고자산회전율,0.472154465,0.225628808,-0.372638771,3,,활동성,비율
1374,accenture,2020-02-01,총자산회전율,0.15280493,0.160493185,-0.065648598,3,"Asset Turnover, TTM",활동성,비율
1355,accenture,2020-02-01,부채총계,0.507041378,0.01359663,0.912486632,2,BS_Total Liabilities,안정성,천원
1365,accenture,2020-02-01,유동비율,0.618282402,0.508329671,-0.067287331,3,Current Ratio,안정성,비율
1354,accenture,2020-02-01,부채비율,0.918190213,0.047034389,-0.568946083,2,부채비율,안정성,비율
1375,accenture,2020-02-01,현금배당성향,0.883614177,1.87858E-06,0.35229587,2,Dividend Payout Ratio - %,수익성,%
1352,accenture,2020-02-01,매출총이익,0.358171173,0.001456597,0.943384173,2,IS_Gross Profit,수익성,천원
1333,accenture,2020-02-01,BPS,0.240052476,0.274868438,-0.32135002,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
1334,accenture,2020-02-01,BPS증가율,0.571381775,0.680771224,0.100785456,3,,성장성,YoY_비율
1335,accenture,2020-02-01,CAPEX,0.448588467,5.71359E-05,-0.379404249,2,Capital Expenditures - Net - Cash Flow,성장성,천원
1336,accenture,2020-02-01,EBITDA2,0.519357057,8.47049E-08,0.900187106,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
1337,accenture,2020-02-01,EBITDA2마진율,0.982221581,3.21881E-06,0.352911734,2,EBITDA Margin - %,수익성,비율
1338,accenture,2020-02-01,EBITDA2증가율,0.392521531,0.96815865,0.072402582,3,,성장성,YoY_연도
1339,accenture,2020-02-01,EPS,0.973187507,2.03003E-07,0.894051105,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
1340,accenture,2020-02-01,EPS증가율,0.073347767,0.170468563,-0.136534608,3,,성장성,YoY_비율
1341,accenture,2020-02-01,Free Cash Flow2,0.273688308,4.92941E-05,0.490282175,2,CF_Free Cash Flow,수익성,천원
1353,accenture,2020-02-01,매출총이익률,0.632049469,0.924330902,-0.055619299,3,Gross Profit Margin - %,수익성,비율
1343,accenture,2020-02-01,ROE,0.368299019,0.027032681,-0.293551244,2,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
1344,accenture,2020-02-01,ROIC,0.938462006,0.827126013,0.125646792,3,"Return on Invested Capital - %, TTM",수익성,%
1345,accenture,2020-02-01,target,0.63541352,0.004906579,-0.837923576,2,,,
1346,accenture,2020-02-01,당기순이익,0.843591153,1.74329E-05,0.897242272,2,IS_Net Income,수익성,천원
1347,accenture,2020-02-01,매입채무회전율,0.898311311,0.621589168,0.226786917,3,매입채무회전율,활동성,비율
1348,accenture,2020-02-01,매출액,0.286971953,0.058257666,0.941481463,3,IS_Revenue,성장성,천원
1349,accenture,2020-02-01,매출액증가율,0.54886869,0.676340223,-0.133408726,3,,성장성,YoY_연도
1350,accenture,2020-02-01,매출원가,0.291139075,0.048933753,0.933608648,2,IS_Cost of Revenue,성장성,천원
1351,accenture,2020-02-01,매출채권회전율,0.550617372,0.538504538,0.07402257,3,매출채권회전율,활동성,비율
1342,accenture,2020-02-01,ROA,0.961024764,0.84544497,0.332192109,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
1405,accenture,2020-05-01,영업이익률,0.92756255,1.15295E-05,0.337829653,2,Operating Margin - %,수익성,비율
1404,accenture,2020-05-01,영업이익,0.920659182,6.24058E-10,0.872558206,2,IS_Operating Income,수익성,천원
1403,accenture,2020-05-01,순이익증가율,0.067916374,0.164400596,-0.139239971,3,,성장성,YoY_연도
1399,accenture,2020-05-01,비유동비율,0.933536233,0.547577462,-0.356808383,3,,안정성,비율
1401,accenture,2020-05-01,순부채,0.696438958,0.121847119,-0.574484104,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
1400,accenture,2020-05-01,비유동자산,0.228476335,0.079416754,0.978741862,3,,안정성,천원
1406,accenture,2020-05-01,영업이익증가율,0.773730799,0.584223952,0.086905294,3,,성장성,YoY_연도
1402,accenture,2020-05-01,순이익률,0.621322875,1.17332E-05,0.642314738,2,Net Margin - %,수익성,비율
1407,accenture,2020-05-01,운전자본증감,0.765585764,0.002299192,-0.504684618,2,CF_Changes in Working Capital,안정성,천원
1412,accenture,2020-05-01,이자보상율,0.024514605,0.028490738,0.550355255,0,이자보상율,안정성,배
1409,accenture,2020-05-01,유동자산,0.33851056,0.053704111,0.875038903,3,BS_Total Current Assets,안정성,천원
1410,accenture,2020-05-01,이익잉여금,0.665559987,0.392467219,0.787964135,3,BS_Retained Earnings (Accumulated Deficit),수익성,천원
1411,accenture,2020-05-01,이자발생부채,0.67925867,0.323284362,-0.238599734,3,,안정성,천원
1413,accenture,2020-05-01,자기자본비율,0.349337017,0.020400149,0.936349173,2,자기자본비율,안정성,비율
1414,accenture,2020-05-01,자본,0.028231755,0.022995897,0.984155708,0,BS_Common Stock,안정성,천원
1415,accenture,2020-05-01,자산총계,0.145533084,0.034831175,0.97193948,2,BS_Total Assets,안정성,천원
1416,accenture,2020-05-01,재고자산회전율,0.444940422,0.118934547,-0.416896133,3,,활동성,비율
1417,accenture,2020-05-01,총자산회전율,0.139777983,0.11728163,-0.089628047,3,"Asset Turnover, TTM",활동성,비율
1398,accenture,2020-05-01,부채총계,0.485447526,0.01565933,0.918188399,2,BS_Total Liabilities,안정성,천원
1408,accenture,2020-05-01,유동비율,0.606123208,0.48083946,-0.067987167,3,Current Ratio,안정성,비율
1397,accenture,2020-05-01,부채비율,0.868092028,0.044888907,-0.570772722,2,부채비율,안정성,비율
1418,accenture,2020-05-01,현금배당성향,0.858188796,1.38416E-06,0.355291664,2,Dividend Payout Ratio - %,수익성,%
1395,accenture,2020-05-01,매출총이익,0.459610677,0.00095893,0.946393448,2,IS_Gross Profit,수익성,천원
1376,accenture,2020-05-01,BPS,0.238452988,0.287104459,-0.328209104,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
1377,accenture,2020-05-01,BPS증가율,0.591643154,0.889999472,0.109486693,3,,성장성,YoY_비율
1378,accenture,2020-05-01,CAPEX,0.475711212,1.6955E-05,-0.406544492,2,Capital Expenditures - Net - Cash Flow,성장성,천원
1379,accenture,2020-05-01,EBITDA2,0.638995379,2.02667E-08,0.905287211,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
1380,accenture,2020-05-01,EBITDA2마진율,0.972036731,1.02838E-06,0.362551557,2,EBITDA Margin - %,수익성,비율
1381,accenture,2020-05-01,EBITDA2증가율,0.370318204,0.894494846,0.080281095,3,,성장성,YoY_연도
1382,accenture,2020-05-01,EPS,0.891142043,1.81121E-07,0.897607,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
1383,accenture,2020-05-01,EPS증가율,0.072405225,0.162417306,-0.13760771,3,,성장성,YoY_비율
1384,accenture,2020-05-01,Free Cash Flow2,0.305892215,7.33967E-06,0.527286867,2,CF_Free Cash Flow,수익성,천원
1396,accenture,2020-05-01,매출총이익률,0.630526385,0.738257343,-0.032112488,3,Gross Profit Margin - %,수익성,비율
1386,accenture,2020-05-01,ROE,0.349097614,0.020166378,-0.318565764,2,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
1387,accenture,2020-05-01,ROIC,0.988109526,0.75431035,0.102810827,3,"Return on Invested Capital - %, TTM",수익성,%
1388,accenture,2020-05-01,target,0.672014006,0.047194188,-0.822446368,2,,,
1389,accenture,2020-05-01,당기순이익,0.768345664,1.61505E-05,0.901071589,2,IS_Net Income,수익성,천원
1390,accenture,2020-05-01,매입채무회전율,0.86592224,0.567686199,0.228684405,3,매입채무회전율,활동성,비율
1391,accenture,2020-05-01,매출액,0.366926009,0.083548919,0.942988707,3,IS_Revenue,성장성,천원
1392,accenture,2020-05-01,매출액증가율,0.542619549,0.639564245,-0.136874468,3,,성장성,YoY_연도
1393,accenture,2020-05-01,매출원가,0.361069692,0.11006227,0.934465609,3,IS_Cost of Revenue,성장성,천원
1394,accenture,2020-05-01,매출채권회전율,0.538857632,0.65949531,0.052244762,3,매출채권회전율,활동성,비율
1385,accenture,2020-05-01,ROA,0.903569347,0.930662378,0.31472795,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
1448,accenture,2020-08-01,영업이익률,0.957413135,1.28744E-05,0.334266501,2,Operating Margin - %,수익성,비율
1447,accenture,2020-08-01,영업이익,0.532439046,6.65076E-09,0.867427732,2,IS_Operating Income,수익성,천원
1446,accenture,2020-08-01,순이익증가율,0.098300548,0.167479353,-0.137053017,3,,성장성,YoY_연도
1442,accenture,2020-08-01,비유동비율,0.76644923,0.535632997,-0.349398422,3,,안정성,비율
1444,accenture,2020-08-01,순부채,0.907400812,0.023912258,-0.624933521,2,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
1443,accenture,2020-08-01,비유동자산,0.669983982,0.051922531,0.981017562,3,,안정성,천원
1449,accenture,2020-08-01,영업이익증가율,0.824335818,0.520839931,0.079936939,3,,성장성,YoY_연도
1445,accenture,2020-08-01,순이익률,0.943088006,7.58421E-06,0.645599864,2,Net Margin - %,수익성,비율
1450,accenture,2020-08-01,운전자본증감,0.661327254,0.02122333,-0.434398374,2,CF_Changes in Working Capital,안정성,천원
1455,accenture,2020-08-01,이자보상율,0.028725474,0.014890718,0.570520204,0,이자보상율,안정성,배
1452,accenture,2020-08-01,유동자산,0.286694452,0.015897352,0.886562954,2,BS_Total Current Assets,안정성,천원
1453,accenture,2020-08-01,이익잉여금,0.355404663,0.459653865,0.787344123,3,BS_Retained Earnings (Accumulated Deficit),수익성,천원
1454,accenture,2020-08-01,이자발생부채,0.711553887,0.336915615,-0.201932295,3,,안정성,천원
1456,accenture,2020-08-01,자기자본비율,0.04620502,0.033466155,0.930791292,0,자기자본비율,안정성,비율
1457,accenture,2020-08-01,자본,0.137262143,0.020599911,0.985900734,2,BS_Common Stock,안정성,천원
1458,accenture,2020-08-01,자산총계,0.409320525,0.031340669,0.975063509,2,BS_Total Assets,안정성,천원
1459,accenture,2020-08-01,재고자산회전율,0.989233693,0.02752704,-0.495208472,2,,활동성,비율
1460,accenture,2020-08-01,총자산회전율,0.34582632,0.0725592,-0.124469407,3,"Asset Turnover, TTM",활동성,비율
1441,accenture,2020-08-01,부채총계,0.786464966,0.012349574,0.927265682,2,BS_Total Liabilities,안정성,천원
1451,accenture,2020-08-01,유동비율,0.690651487,0.597325696,-0.055957964,3,Current Ratio,안정성,비율
1461,accenture,2020-08-01,현금배당성향,0.930205421,1.5919E-06,0.352787553,2,Dividend Payout Ratio - %,수익성,%
1440,accenture,2020-08-01,부채비율,0.742304404,0.045537418,-0.566348515,2,부채비율,안정성,비율
1438,accenture,2020-08-01,매출총이익,0.123161118,0.003561514,0.942748413,2,IS_Gross Profit,수익성,천원
1439,accenture,2020-08-01,매출총이익률,0.423173434,0.675744066,-0.009470929,3,Gross Profit Margin - %,수익성,비율
1419,accenture,2020-08-01,BPS,0.391888075,0.302492226,-0.327400577,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
1420,accenture,2020-08-01,BPS증가율,0.683550004,0.984097617,0.111774421,3,,성장성,YoY_비율
1421,accenture,2020-08-01,CAPEX,0.691321039,1.37605E-06,-0.469077027,2,Capital Expenditures - Net - Cash Flow,성장성,천원
1422,accenture,2020-08-01,EBITDA2,0.287499718,2.42393E-07,0.900272948,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
1423,accenture,2020-08-01,EBITDA2마진율,0.925670582,1.01666E-06,0.360633222,2,EBITDA Margin - %,수익성,비율
1425,accenture,2020-08-01,EPS,0.454976828,2.17188E-07,0.89763757,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
1426,accenture,2020-08-01,EPS증가율,0.103790886,0.165896361,-0.135232853,3,,성장성,YoY_비율
1427,accenture,2020-08-01,Free Cash Flow2,0.742808406,9.76022E-07,0.59476996,2,CF_Free Cash Flow,수익성,천원
1424,accenture,2020-08-01,EBITDA2증가율,0.408333059,0.976655697,0.069182986,3,,성장성,YoY_연도
1429,accenture,2020-08-01,ROE,0.547574101,0.015308892,-0.346000572,2,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
1428,accenture,2020-08-01,ROA,0.655972261,0.977389182,0.286892232,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
1436,accenture,2020-08-01,매출원가,0.043984039,0.226995833,0.927195891,1,IS_Cost of Revenue,성장성,천원
1435,accenture,2020-08-01,매출액증가율,0.640719653,0.759520117,-0.122115403,3,,성장성,YoY_연도
1434,accenture,2020-08-01,매출액,0.049809216,0.207808593,0.936722777,1,IS_Revenue,성장성,천원
1437,accenture,2020-08-01,매출채권회전율,0.88560019,0.581858156,0.065299519,3,매출채권회전율,활동성,비율
1432,accenture,2020-08-01,당기순이익,0.553843352,1.64975E-05,0.901409366,2,IS_Net Income,수익성,천원
1431,accenture,2020-08-01,target,0.063471458,0.116615154,-0.788602976,3,,,
1430,accenture,2020-08-01,ROIC,0.653900756,0.677664578,0.07289159,3,"Return on Invested Capital - %, TTM",수익성,%
1433,accenture,2020-08-01,매입채무회전율,0.993064146,0.490462322,0.23618991,3,매입채무회전율,활동성,비율
1493,accenture,2020-11-01,운전자본증감,0.33981135,0.016766831,-0.419572978,2,CF_Changes in Working Capital,안정성,천원
1486,accenture,2020-11-01,비유동자산,0.028954423,0.043273173,0.983120186,0,,안정성,천원
1487,accenture,2020-11-01,순부채,0.181553868,0.022382446,-0.667635873,2,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
1488,accenture,2020-11-01,순이익률,0.863962307,3.59086E-06,0.653996554,2,Net Margin - %,수익성,비율
1489,accenture,2020-11-01,순이익증가율,0.198127325,0.181755727,-0.131296345,3,,성장성,YoY_연도
1490,accenture,2020-11-01,영업이익,0.906937515,6.49411E-10,0.874759991,2,IS_Operating Income,수익성,천원
1491,accenture,2020-11-01,영업이익률,0.86241541,4.35312E-06,0.34330004,2,Operating Margin - %,수익성,비율
1492,accenture,2020-11-01,영업이익증가율,0.745037391,0.619143966,0.085417969,3,,성장성,YoY_연도
1504,accenture,2020-11-01,현금배당성향,0.890851084,2.24452E-06,0.34738003,2,Dividend Payout Ratio - %,수익성,%
1485,accenture,2020-11-01,비유동비율,0.969425883,0.519255482,-0.343981644,3,,안정성,비율
1495,accenture,2020-11-01,유동자산,0.126470487,0.010890395,0.897760337,2,BS_Total Current Assets,안정성,천원
1496,accenture,2020-11-01,이익잉여금,0.69760994,0.326408602,0.790011449,3,BS_Retained Earnings (Accumulated Deficit),수익성,천원
1497,accenture,2020-11-01,이자발생부채,0.749474012,0.223961465,-0.16167265,3,,안정성,천원
1498,accenture,2020-11-01,이자보상율,0.044519196,0.000936679,0.580320872,0,이자보상율,안정성,배
1499,accenture,2020-11-01,자기자본비율,0.380216225,0.035991009,0.925983801,2,자기자본비율,안정성,비율
1500,accenture,2020-11-01,자본,0.000863733,0.019381276,0.98745781,0,BS_Common Stock,안정성,천원
1501,accenture,2020-11-01,자산총계,0.012885702,0.030811754,0.977817314,0,BS_Total Assets,안정성,천원
1502,accenture,2020-11-01,재고자산회전율,0.100754915,0.025965754,-0.557427542,2,,활동성,비율
1503,accenture,2020-11-01,총자산회전율,0.213059116,0.041044788,-0.163598243,2,"Asset Turnover, TTM",활동성,비율
1494,accenture,2020-11-01,유동비율,0.593399471,0.802746099,-0.027805845,3,Current Ratio,안정성,비율
1484,accenture,2020-11-01,부채총계,0.156681039,0.012925655,0.934983614,2,BS_Total Liabilities,안정성,천원
1472,accenture,2020-11-01,ROE,0.423543874,0.01166657,-0.371963046,2,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
1482,accenture,2020-11-01,매출총이익률,0.731692898,0.456306181,0.033782801,3,Gross Profit Margin - %,수익성,비율
1462,accenture,2020-11-01,BPS,0.372626714,0.304949369,-0.325398851,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
1463,accenture,2020-11-01,BPS증가율,0.747064489,0.9631869,0.11020089,3,,성장성,YoY_비율
1464,accenture,2020-11-01,CAPEX,0.153420035,1.02056E-05,-0.407273675,2,Capital Expenditures - Net - Cash Flow,성장성,천원
1465,accenture,2020-11-01,EBITDA2,0.832757796,1.89345E-08,0.90559479,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
1466,accenture,2020-11-01,EBITDA2마진율,0.898983901,2.33195E-07,0.372271565,2,EBITDA Margin - %,수익성,비율
1467,accenture,2020-11-01,EBITDA2증가율,0.374518801,0.850577301,0.08335388,3,,성장성,YoY_연도
1468,accenture,2020-11-01,EPS,0.76536985,3.97524E-08,0.904134405,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
1469,accenture,2020-11-01,EPS증가율,0.206561715,0.18182394,-0.128965705,3,,성장성,YoY_비율
1470,accenture,2020-11-01,Free Cash Flow2,0.028462144,2.18727E-06,0.558675704,0,CF_Free Cash Flow,수익성,천원
1483,accenture,2020-11-01,부채비율,0.927917167,0.045312516,-0.562032799,2,부채비율,안정성,비율
1473,accenture,2020-11-01,ROIC,0.931731075,0.604856582,0.043501913,3,"Return on Invested Capital - %, TTM",수익성,%
1474,accenture,2020-11-01,target,0.941666659,0.032941219,-0.774776225,2,,,
1475,accenture,2020-11-01,당기순이익,0.8441899,3.61261E-06,0.907845792,2,IS_Net Income,수익성,천원
1476,accenture,2020-11-01,매입채무회전율,0.993257165,0.577970947,0.229457989,3,매입채무회전율,활동성,비율
1477,accenture,2020-11-01,매출액,0.445935044,0.028415469,0.935813377,2,IS_Revenue,성장성,천원
1478,accenture,2020-11-01,매출액증가율,0.506481967,0.920658862,-0.103575672,3,,성장성,YoY_연도
